Character,Dialogue
Tifa,Can't believe it's already been a year. I don't know how we managed.
Barret,"Well, I do. It was you guys going above and beyond. Thank you."
Barret,"Yeah, but when shit hits the fan, it's good to know you're in my corner. End of the day...you're all I got!"
Barret,"As a friend, or as a cook?"
Tifa,I guess it is kinda obvious!
Barret,Oh we will. Avalanche!
Tifa,You guys...
Cloud,What's up with them?
Cloud,I guess.
Cloud,That depends...
Cloud,Five hundred.
Cloud,"Mm, three."
Cloud,I told you before... That depends.
Cloud,"Shinra's time, you mean?"
Cloud,Like I give a shit.
Cloud,"Big man with a big gun for an arm, right!?"
Cloud,Why do you want him?
Cloud,"So, if they weren't Shinra, then..."
Cloud,Not my problem. Lesson one for life on the ground floor... Get some rest.
Cloud,What've you got there?
Cloud,A proposition.
Cloud,Tonight?
Cloud,That's fine by me... But don't you have a pretty big day ahead of you?
Cloud,It's...just another job...
Cloud,No.
Cloud,Yeah.
Cloud,Because of all the mako. Isn't that what you said?
Cloud,Let's say you're right. So what?
Cloud,Shinra? Good luck with that.
Cloud,They'll come for us.
Cloud,SOLDIERs get mandatory training.
Cloud,Don't blame me if ya get sick.
Cloud,Of course not.
Cloud,Someone's having fun.
Cloud,Get off!
Cloud,Nope.
Cloud,Just you.
Cloud,Shut up!
Cloud,A-team's here.
Cloud,We're good.
Cloud,You got me.
Cloud,Keep going till we hit the station?
Cloud,A SOLDIER.
Cloud,You talking to me?
Cloud,Then no!
Cloud,Same shit. Being a dumbass.
Cloud,Had enough?
Cloud,"Jessie, take over."
Cloud,Maybe.
Cloud,What test?
Cloud,I'm great at driving.
Cloud,Not used to having any.
Cloud,Nope.
Cloud,What test?
Cloud,Did more than just passs.
Cloud,Whatever.
Cloud,Didn't want you to fall.
Cloud,"Just hold on tight, will you?"
Cloud,What?
Cloud,What test?
Cloud,Been driving for years.
Cloud,No.
Cloud,Ah. Okay.
Cloud,"Once the lights come on, it's go time."
Cloud,Time to go.
Cloud,This isn't it.
Cloud,Jessie...
Cloud,What's this?
Cloud,Jessie Rasberry as...the Princess?
Cloud,Thanks.
Cloud,Time to go.
Cloud,Need to hurry up.
Cloud,Mission accomplished.
Cloud,This it?
Cloud,Diversion.
Cloud,How much time do you think you'll need?
Cloud,Yeah.
Cloud,"No, I wanna hear it."
Cloud,Just that I understand how you feel. Unlike most of the time.
Cloud,Well... No promises.
Cloud,Not my problem.
Cloud,Wait. Where are the guards?
Cloud,It won't.
Cloud,I can handle this solo.
Cloud,Don't expect me to save you.
Tifa,Heya. So...what did you wanna talk about?
Tifa,Should've figured. All the guys are leaving.
Tifa,"The great war hero, huh? Mm... Isn't it pretty hard to become a SOLDIER?"
Tifa,Guess not. Think you'll be in the papers?
Tifa,"Just...promise me one thing. When we're older, and you're a famous SOLDIER...if I'm ever trapped or in trouble... Promise you'll come and save me."
Tifa,That's what heroes do. They save people. Please? Just once.
Tifa,"Come on, promise me!"
Tifa,I know we have to think big if we're going to make a difference...but not like this. I just... I feel trapped.
Cloud,Let's go.
Cloud,Give up?
Cloud,You ready?
Cloud,Fall back.
Cloud,Satisfied?
Cloud,Goddammit!
Cloud,Let's go!
Cloud,Wedge!
Cloud,"And who are ""they""?"
Cloud,So then why are they here?
Cloud,You tell me.
Cloud,Right.
Cloud,Security's out in force.
Cloud,"So, are we not gonna wait for Wedge?"
Cloud,Why's that?
Cloud,We'll go get him.
Cloud,It's not safe here. We should go.
Cloud,Coincidence?
Cloud,Yeah...m-me too. For your dad's sake.
Cloud,That's...that's right...
Cloud,Yep.
Cloud,No.
Cloud,I ain't your bro.
Cloud,You did enough. You took one for the team. Be proud.
Cloud,"It's cool, we'll go together."
Cloud,Cut that out.
Cloud,I guess.
Cloud,Sure.
Cloud,Guess not.
Cloud,Wouldn't've guessed.
Cloud,Hmm...
Cloud,Huh.
Cloud,They know about Jessie and Avalanche?
Cloud,You lost me.
Cloud,Okay...
Cloud,Really sorry about your ass.
Cloud,It's kinda weird when you call me th—
Cloud,Hell with it...
Cloud,"Uh, who's the gang?"
Cloud,Right...
Cloud,"Okay, I get it. Mind letting me breathe?"
Cloud,Are you seriously that desperate? Just let go already.
Cloud,"No promises, but I'll think it over."
Cloud,Never heard of any of that stuff.
Cloud,Not happening.
Cloud,Bad idea...
Cloud,He's fine.
Cloud,Biggs.
Cloud,Biggs!
Cloud,Get some rest. You need it.
Cloud,Night.
Cloud,She's probably asleep.
Tifa,Cloud?
Cloud,Yeah.
Tifa,You were out for a while.
Cloud,Just walking.
Tifa,"I ran into Johnny, by the way. Said not to worry, he was getting out of town."
Cloud,"Oh, that guy."
Tifa,"You...weren't thinking of leaving Midgar anytime soon, were you?"
Cloud,"Well, seems this old friend of mine's in a tight spot... Long time ago I said I'd be there for her. Made a promise, so..."
Tifa,Can't say this is quite what I had in mind when I put that on you way back when.
Cloud,"If you wanna talk, I'm listening."
Tifa,Huh? What's with you all of a sudden?
Cloud,With me?
Tifa,Like you're losing that hard edge.
Cloud,That bad?
Tifa,Not at all—I like it. Maybe Marlene won't be so scared of you next time...
Tifa,"(chuckles) I'm really glad to have you back, Cloud. Really glad."
Tifa,"It's pretty late, huh? I'd like to catch up more, but we should probably both get some sleep, yeah?"
Cloud,Yeah.
Tifa,Good night then.
Cloud,"Good night, Tifa..."
Tifa,Cloud!
Cloud,What's wrong?
Tifa,Come with me! Quickly!
Tifa,We were getting ready to set out when those things showed up and came after us!
Cloud,The others?
Tifa,"Barret and Jessie are holding their ground, but for how long I don't know..."
Cloud,Let's go.
Tifa,Right.
Cloud,Ready?
Tifa,You know it!
Cloud,Let's head for the bar.
Tifa,Okay!
Cloud,Is this even working?
Cloud,We kill it?
Cloud,There's no end to this.
Tifa,What are these things?
Cloud,No idea. Pretty sure you can't even see them unless they make physical contact first...
Tifa,And that's all you can tell me?
Cloud,I can tell you they're not invincible.
Tifa,I guess that's something.
Tifa,More of them!? We're running out of time.
Cloud,Any other way?
Tifa,Yeah—over here!
Cloud,Again?
Tifa,Are they trying to stop us from reaching the others?
Tifa,Cloud. This way.
Tifa,"Oh, you gotta be kidding me. It's like trying to fight a hurricane."
Cloud,Stay on your feet.
Tifa,You don't have to tell me that.
Barret,Gimme a break!
Tifa,Jessie! Barret!
Barret,Where you been!?
Tifa,Hang on!
Cloud,Tifa!
Tifa,Cloud!
Cloud,I'm coming!
Cloud,Move!
Tifa,What is it doing now?
Cloud,Be careful.
Tifa,"So this thing's not gonna give up without a fight, huh?"
Barret,How's your ammo?
Tifa,Jessie!
Barret,Dammit!
Tifa,Huh?
Cloud,The hell...?
Barret,Jessie!
Tifa,You okay?
Tifa,Easy now!
Barret,We ain't putting on a damn show!
Barret,"The hell were those things? Some kind of...I dunno! Guess I shouldn't be surprised, though. Never can tell what weird shit'll come crawling out of the scrap down here. It's those reactors, I'm telling you..."
Cloud,It hurt?
Cloud,It happens.
Tifa,"Still, I think you ought to avoid putting any—"
Barret,"That's enough! You're out, Jessie."
Barret,"Nah, we got this..."
Barret,Okay... So here's the thing...
Cloud,I'm gonna need a raise.
Barret,Consider it done!
Barret,"Aight, everyone—Cloud's in. The mission is on!"
Barret,"Listen, Wedge—I need you to hang back and guard the home front."
Barret,Which makes you the perfect choice to look after Jessie and Marlene.
Barret,"Let's get this show on the road... to Mako Reactor 5! Once you've got your gear in order, head to the station for the meet. Got it?"
Barret,"This'll help you get squared away. Don't tell me I never did nothing for ya. I'm counting on you, SOLDIER boy..."
Cloud,There's always next time.
Tifa,"Alright, let's get going."
Cloud,Sure...after you take a deep breath.
Tifa,Huh?
Cloud,I can tell you're nervous.
Tifa,"That obvious, huh?"
Tifa,Okay. I'm ready now.
Barret,"Alright, people. Mission starts the moment we board that train. You sure you ready for this?"
Barret,"Well then, what're you waiting for!? Finish up so we can get going."
Tifa,Do you think Biggs is...on schedule?
Barret,All we can do is hope...
Cloud,"Today really gotta be the day, huh?"
Barret,"Ain't no stopping this train we're on, son. A lotta people risked their lives to get it rolling... Already put the word out more's coming, too... ""Shut them all down by today, or we shut another down for you."" Ain't on us. Not us..."
Barret,Play it cool.
Barret,"The target's Mako Reactor 5. From the station, we take the backstreets. Once we're inside the facility, it's the same deal as last time."
Cloud,Head for mako storage.
Barret,And then blow it all to hell.
Barret,Let's do this one for Jessie and Wedge. They deserve it.
Tifa,Yeah.
Cloud,Sure.
Tifa,I didn't think word would spread this fast. There's barely anyone on this train. And none of them look happy to be here.
Barret,Might stand out as a group. You two stay here.
Tifa,Cloud.
Tifa,Here comes the first hurdle...
Cloud,Not much of one.
Tifa,"I know, I know. But that doesn't mean I don't have butterflies in my stomach."
Tifa,"Hey, would you mind keeping an eye on things the next car over? I'm worried there might be trouble."
Cloud,Why's that?
Tifa,"Barret's always on edge before missions, but you know he's a good guy underneath it all. The people on this train don't."
Cloud,He'll be fine.
Tifa,Maybe...but I won't be until I know for sure.
Cloud,(sighs) Be right back.
Tifa,Thanks.
Barret,Heh. Is that right?
Barret,"Do I have a problem with that? Oh, you can bet—"
Cloud,He doesn't.
Barret,Hmph. Asshole...
Cloud,You know you're better than that.
Barret,"(hums ""Victory Fanfare"")"
Tifa,No way!
Tifa,Not good!
Barret,Get over here! Now!
Tifa,"Take care of them, Cloud!"
Cloud,On it.
Tifa,You have to get to the next car!
Barret,"Keep moving, people!"
Barret,Get to car two!
Barret,You wanna survive this? Then move!
Tifa,Cloud!
Barret,Move it!
Cloud,Dammit.
Tifa,Just go! How many are there!?
Barret,We gotta jump...
Cloud,Tifa... Barret...
Tifa,Please! You have to get out of here!
Tifa,Trying to keep you alive.
Tifa,I don't care. I don't want anyone to die. Please!
Tifa,My turn!
Cloud,There's no end to them...
Barret,"Looks like you're right, SOLDIER boy."
Cloud,Screw this.
Barret,Huh?
Cloud,The station will be crawling with security. We gotta jump.
Barret,Screw that!
Cloud,Need to slow the train down.
Barret,Sounds like a Biggs plan E.
Barret,"Okay, y'all watch and learn. I'm gonna jump. Gonna do it. Gonna show you how it's done!"
Cloud,Tifa!
Cloud,You okay?
Tifa,Yeah...
Cloud,"Alright, you ready?"
Tifa,Ready.
Tifa,That's gotta be him!
Tifa,"Hey, thanks. For when we jumped from the train, I mean."
Cloud,"No biggie. You're pretty light, you know."
Tifa,You always know what to say.
Cloud,Where are they?
Cloud,Tifa!
Tifa,They just won't quit!
Tifa,Whew! Thanks for the assist!
Cloud,Glad to see you're okay. So—where's Barret?
Tifa,"Somewhere over there, I think."
Tifa,"After Barret jumped, I knew I had to go right after, but..."
Cloud,Don't worry about it.
Tifa,"Cool as ever, I see."
Cloud,"If I wasn't, they would've never made me a SOLDIER."
Tifa,Good point.
Tifa,He's close! Come on!
Tifa,There! Barret!
Barret,Tifa! Could use some help here!
Tifa,We're coming!
Barret,Make it quick! Should be some stairs over there!
Tifa,We'd better hurry.
Cloud,Yeah.
Barret,I've had it up to here with you damn robo-bugs! I'm gonna rip off those spindly legs of yours one by one!
Barret,I ain't going down without a fight!
Tifa,That doesn't sound good!
Cloud,Let's go.
Tifa,Barret!
Barret,Great! Gimme a hand!
Barret,"This calls for a song! Duhn-duhn-duhn-duhn, duhn duhn, duhn-da-duhn!"
